,0,1,2,3,4,5
284,726.9518820000001,3.36e-32,4,6,1207,1203
285,727.193855,6.72e-32,4,6,1207,1203
286,727.666443,1.03e-32,4,6,1207,1203
287,728.117092,1.02e-32,4,6,1207,1203
288,729.048862,5.23e-33,4,6,1207,1203
289,730.147182,1.06e-32,4,6,1207,1203
290,730.871285,2.0699999999999998e-32,4,6,1207,1203
291,731.4102429999999,4.89e-33,4,6,1207,1203
292,731.598329,1.6899999999999998e-32,4,6,1207,1203
293,731.6955280000001,4.49e-33,4,6,1207,1203
294,732.455941,3.8999999999999996e-32,4,6,1207,1203
295,734.179661,1.9699999999999998e-32,4,6,1207,1203
296,735.382339,2.27e-32,4,6,1207,1203
297,735.828978,7.99e-33,4,6,1207,1203
298,736.847533,1.61e-32,4,6,1207,1203
299,737.4919219999999,7e-33,4,6,1207,1203
300,738.211362,3.39e-32,4,6,1207,1203
301,740.461621,3.2299999999999997e-32,4,6,1207,1203
302,741.147429,7.379999999999999e-33,5,6,1207,1203
303,742.005906,3.14e-32,4,6,1207,1203
304,744.547712,2.2099999999999998e-32,4,6,1207,1203
305,745.807815,7.8e-33,4,6,1207,1203
306,745.946634,1.49e-32,4,6,1207,1203
307,746.221327,1.75e-32,4,6,1207,1203
308,747.518142,1.5799999999999999e-32,4,6,1207,1203
309,747.885546,7.929999999999999e-33,4,6,1207,1203
310,750.325758,8.92e-33,4,6,1207,1203
311,752.374205,9.499999999999999e-33,4,6,1207,1203
312,752.936154,1.7899999999999998e-32,4,6,1207,1203
313,753.015184,4.9200000000000004e-33,4,6,1207,1203
314,754.4377599999999,1.8e-32,4,6,1207,1203
315,756.978707,1.59e-31,4,6,1207,1203
316,757.444727,7.96e-32,4,6,1207,1203
317,759.469562,6.1099999999999994e-33,4,6,1207,1203
318,759.581326,1.2199999999999999e-32,5,6,1207,1203
319,760.074622,5.18e-32,4,6,1207,1203
320,760.420882,5.22e-33,4,6,1207,1203
321,760.810615,8.170000000000001e-33,4,6,1207,1203
322,760.958356,5.03e-32,4,6,1207,1203
323,761.154653,8.440000000000001e-33,4,6,1207,1203
324,761.1605480000001,8.759999999999999e-33,4,6,1207,1203
325,761.45705,1.33e-32,5,6,1207,1203
326,763.194532,3.74e-32,4,6,1207,1203
327,763.76572,3.89e-32,4,6,1207,1203
328,763.992788,1.03e-31,4,6,1207,1203
329,765.972776,7.259999999999999e-33,4,6,1207,1203
330,769.191188,2.3199999999999997e-32,4,6,1207,1203
331,771.16608,8.190000000000001e-33,4,6,1207,1203
332,771.286942,1.36e-32,4,6,1207,1203
333,771.476181,1.7e-32,4,6,1207,1203
334,771.675286,5.879999999999999e-33,5,6,1207,1203
335,772.897223,3.33e-32,4,6,1207,1203
336,773.8679940000001,4.6799999999999994e-32,4,6,1207,1203
337,777.049272,2.18e-32,4,6,1207,1203
338,777.325838,3.01e-32,4,6,1207,1203
339,778.1167389999999,2.9e-32,4,6,1207,1203
340,778.3379980000001,4.05e-33,5,6,1207,1203
341,779.297568,6.659999999999999e-33,4,6,1207,1203
342,780.17813,1.2499999999999999e-31,4,6,1207,1203
343,780.411372,2.69e-32,4,6,1207,1203
344,780.731781,5.13e-33,4,6,1207,1203
345,782.5673059999999,7.15e-32,5,6,1207,1203
346,782.8797059999999,2.77e-32,4,6,1207,1203
347,783.443541,7.34e-33,4,6,1207,1203
348,784.445687,6.34e-33,4,6,1207,1203
349,784.82051,1.3699999999999998e-31,4,6,1207,1203
350,785.107052,7.36e-32,5,6,1207,1203
351,786.974816,1.7999999999999998e-31,4,6,1207,1203
352,787.86243,3.62e-31,4,6,1207,1203
353,789.2262860000001,5.07e-32,4,6,1207,1203
354,789.261476,2.48e-31,4,6,1207,1203
355,789.8843929999999,3.7899999999999997e-32,5,6,1207,1203
356,792.3482650000001,4.18e-33,4,6,1207,1203
357,793.7834730000001,4.099999999999999e-33,4,6,1207,1203
358,794.475544,1.29e-31,4,6,1207,1203
359,795.743262,4.05e-33,4,6,1207,1203
360,797.04942,3.39e-32,5,6,1207,1203
361,797.82328,3.0699999999999995e-32,4,6,1207,1203
362,799.090024,6.86e-32,5,6,1207,1203
363,799.482104,1.6499999999999999e-32,4,6,1207,1203
364,803.668344,1.0599999999999998e-31,4,6,1207,1203
365,804.689355,7.290000000000001e-33,4,6,1207,1203
366,807.5619780000001,6.57e-33,4,6,1207,1203
367,808.9748559999999,4.8399999999999996e-32,5,6,1207,1203
368,809.1999490000001,1.24e-31,4,6,1207,1203
369,809.708405,2.43e-32,5,6,1207,1203
370,810.897503,7.909999999999999e-33,4,6,1207,1203
371,811.156078,1.43e-31,4,6,1207,1203
372,811.726013,5.31e-33,4,6,1207,1203
373,812.171049,1.2099999999999999e-31,4,6,1207,1203
374,812.376166,1.7e-32,5,6,1207,1203
375,813.45543,2.46e-31,4,6,1207,1203
376,815.723111,4.49e-33,4,6,1207,1203
377,816.22027,1.1e-32,4,6,1207,1203
378,816.87857,7.79e-31,4,6,1207,1203
379,817.161834,2.8999999999999996e-31,4,3,1207,1203
380,818.539852,3.9399999999999995e-31,4,6,1207,1203
381,820.0046530000001,5.5600000000000005e-33,4,6,1207,1203
382,820.284356,2.7399999999999995e-31,4,6,1207,1203
383,820.304853,1.76e-31,4,6,1207,1203
384,820.8618190000001,4.2100000000000005e-33,4,6,1207,1203
385,821.030504,1.07e-32,5,6,1207,1203
386,821.241653,2.1499999999999997e-32,5,6,1207,1203
387,823.252351,1.0199999999999998e-31,4,3,1207,1203
388,825.808071,6.25e-31,4,6,1207,1203
389,828.183905,4.19e-33,4,6,1207,1203
390,829.8080190000001,4.87e-33,4,6,1207,1203
391,830.662219,4.45e-33,4,6,1207,1203
392,831.324838,2.91e-31,4,6,1207,1203
393,831.8459230000001,2.77e-32,4,6,1207,1203
394,833.304905,7.659999999999998e-33,4,6,1207,1203
395,835.185657,1.48e-31,5,6,1207,1203
396,835.944387,2.72e-31,4,6,1207,1203
397,836.025497,4.44e-33,4,6,1207,1203
398,837.106836,1.7999999999999998e-31,4,6,1207,1203
399,837.3327,8.059999999999999e-33,4,6,1207,1203
400,837.968417,5.239999999999999e-31,4,6,1207,1203
401,838.747348,3.05e-32,5,6,1207,1203
402,839.701793,4.44e-33,4,6,1207,1203
403,841.585924,3.97e-31,5,6,1207,1203
404,842.0041869999999,1.73e-31,4,6,1207,1203
405,842.2395560000001,2.1e-32,4,6,1207,1203
406,844.3745240000001,1.29e-30,4,6,1207,1203
407,845.8092740000001,1.98e-31,5,6,1207,1203
408,846.5827960000001,8.08e-31,4,6,1207,1203
409,848.7833529999999,1.1799999999999998e-32,4,6,1207,1203
