,0,1,2,3,4,5
0,500.17920300000003,4.862e-27,4,6,1206,1203
1,500.179791,4.862e-27,4,6,1206,1203
2,500.185527,2.2739999999999997e-29,4,6,1206,1203
3,500.188529,1.187e-27,4,6,1206,1203
4,500.48074699999995,1.193e-28,4,6,1206,1203
5,501.134279,6.495e-28,5,6,1206,1203
6,501.34243899999996,6.553e-29,5,6,1206,1203
7,501.46256100000005,2.804e-29,4,6,1206,1203
8,501.87254800000005,1.7569999999999998e-29,4,6,1206,1203
9,501.87268200000005,1.7569999999999998e-29,4,6,1206,1203
10,502.26118099999997,4.637e-28,5,6,1206,1203
11,502.432529,2.232e-28,5,6,1206,1203
12,502.445721,9.023999999999999e-27,4,6,1206,1203
13,502.445722,9.023999999999999e-27,4,6,1206,1203
14,502.83390099999997,8.536e-30,5,6,1206,1203
15,503.354008,6.12e-28,5,6,1206,1203
16,503.76558200000005,1.764e-28,4,6,1206,1203
17,504.123946,1.1999999999999998e-27,4,6,1206,1203
18,504.153458,1.1999999999999998e-27,4,6,1206,1203
19,504.549722,8.108e-28,5,6,1206,1203
20,504.57268799999997,3.727e-25,5,6,1206,1203
21,504.8537,2.414e-27,5,6,1206,1203
22,504.95542,2.409e-27,5,6,1206,1203
23,505.26325,3.8829999999999996e-29,4,6,1206,1203
24,505.65095999999994,5.017e-28,5,6,1206,1203
25,505.88471799999996,6.664e-29,4,6,1206,1203
26,506.07129000000003,1.7869999999999998e-28,4,6,1206,1203
27,506.44068,5.396e-27,5,6,1206,1203
28,507.21036799999996,2.1100000000000004e-27,5,6,1206,1203
29,507.27982099999997,8.736e-30,4,6,1206,1203
30,507.28037800000004,8.736e-30,4,6,1206,1203
31,507.46800199999996,8.282e-28,5,6,1206,1203
32,507.775228,1.203e-25,5,6,1206,1203
33,508.39679299999995,3.702e-29,5,6,1206,1203
34,508.397142,4.6490000000000006e-27,4,6,1206,1203
35,508.39725599999997,4.6490000000000006e-27,4,6,1206,1203
36,508.70467300000007,8.737999999999998e-27,5,6,1206,1203
37,508.759987,1.6769999999999997e-27,4,6,1206,1203
38,509.46824100000003,1.066e-29,4,6,1206,1203
39,509.468253,1.066e-29,4,6,1206,1203
40,509.88467699999995,8.987e-29,5,6,1206,1203
41,510.28329,4.048999999999999e-28,5,6,1206,1203
42,510.506838,7.186e-28,5,6,1206,1203
43,511.280723,5.494999999999999e-28,5,6,1206,1203
44,511.44579100000004,8.288999999999999e-30,4,6,1206,1203
45,511.46450899999996,1.644e-25,5,6,1206,1203
46,511.633634,8.654999999999999e-28,5,6,1206,1203
47,511.691979,4.384e-26,5,6,1206,1203
48,511.73867,1.84e-25,5,6,1206,1203
49,512.298954,1.476e-29,5,6,1206,1203
50,512.436481,9.37e-30,5,6,1206,1203
51,512.8621019999999,2.4500000000000002e-29,4,6,1206,1203
